"Story","Title","Result","Date","Stability","Duration (s)"
"yo como usuario quiero comprar un producto en la pagina plazavea.com","validar que el producto quedo en el carrito de compras","SUCCESS","2020-01-07T15:05:28.098-05:00[America/Bogota]","0.0","24.95"
